user_id,airport_id
682,2089
683,2435
684,26822
685,39102
686,26402
687,320482
688,5053
689,308229
690,19412
691,317770
692,355231
693,525702
694,5397
695,44169
696,2971
697,3023
698,26922
699,41405
700,307965
701,20282
702,43208
703,20326
704,32135
705,44546
706,4321
707,2637
708,26456
709,12117
710,20959
711,2474
712,42320
713,30852
714,346800
715,16291
716,28674
717,34974
718,12285
719,28198
720,32241
721,158
722,5672
723,2053
724,31996
725,19370
726,342091
727,20161
728,42942
729,20671
730,5976
731,1235
732,42308
733,17610
734,18317
735,3631
736,340490
737,350147
738,29774
739,35024
740,26370
741,1272
742,19252
743,307947
744,2783
745,325130
746,18535
747,26518
748,4664
749,3061
750,2548
751,26471
752,1839
753,27020
754,3146
755,31147
756,5986
757,27210
758,35151
759,41841
760,46524
761,2452
762,28127
763,6380
764,2388
765,34955
766,35101
767,29332
768,4567
769,325996
770,4458
771,5030
772,700
773,3168
774,4721
775,11525
776,77
777,5311
778,6517
779,26803
780,42116
781,28264
782,27184
783,12650
784,325995
785,26720
786,2738
787,892
788,1582
789,28730
790,32135
791,35159
792,28119
793,4789
794,8427
795,302218
796,35070
797,26694
798,20180
799,9082
800,27067
801,5255
802,31479
803,525270
804,18677
805,3210
806,309771
807,31124
808,32203
809,326442
810,19483
811,311989
812,299513
813,508348
814,13322
815,1472
816,20315
817,3237
818,4666
819,46530
820,316354
821,18786
822,39068
823,2760
824,35016
825,27202
826,319300
827,5599
828,2549
829,28442
830,3206
831,2592
832,859
833,3075
834,307389
835,43290
836,8860
837,16008
838,26957
839,31911
840,26447
841,8272
842,711
843,11170
844,29524
845,43673
846,3906
847,7795
848,1012
849,42992
850,26671
851,5239
852,26401
853,28741
854,6139
855,1932
856,31941
857,23158
858,28494
859,2704
860,30615
861,2223
862,1678
863,3564
864,29391
865,29698
866,26895
867,316198
868,1254
869,1304
870,32370
871,41475
872,3622
873,20891
874,302314
875,44409
876,885
877,1102
878,29799
879,27042
880,18657
881,20180
882,332953
883,321741
884,314226
885,317828
886,18773
887,4473
888,320455
889,46096
890,35111
891,309890
892,323045
893,5424
894,6233
895,1902
896,19938
897,308722
898,29113
899,1057
900,4897
901,299108
902,31863
903,4178
904,18913
905,1263
906,19235
907,5536
908,275
909,313720
910,972
911,308265
912,327608
913,5881
914,32370
915,26934
916,27302
917,3192
918,45646
919,34952
920,29129
921,20844
922,349155
923,4100
924,27723
925,346800
926,20441
927,32697
928,29902
929,315143
930,840
931,34991
932,5207
933,2077
934,2553
935,18852
936,26381
937,32589
938,5911
939,19574
940,299107
941,30957
942,320190
943,27194
944,27109
945,315328
946,40671
947,996
948,30876
949,19833
950,302218
951,24337
952,5569
953,2856
954,42956
955,325963
956,798
957,2928
958,19204
959,2445
960,46590
961,314912
962,42959
963,3868
964,42993
965,1198
966,34950
967,5650
968,26562
969,315536
970,29611
971,24390
972,1564
973,315124
974,990
975,337041
976,30582
977,28274
978,307890
979,44056
980,795
981,313332
982,20926
983,4020
984,28450
985,19658
986,3953
987,4734
988,28345
989,26616
990,5803
991,19504
992,25585
993,4544
994,2805
995,307928
996,8774
997,26447
998,43992
999,30625
1000,6389
1001,29255
1002,319405
1003,4436
1004,26345
1005,43223
1006,19218
1007,42550
1008,699
1009,3869
1010,46650
1011,2044
1012,782
1013,2107
1014,18561
1015,5220
1016,42954
1017,29395
1018,29136
1019,2024
1020,914
1021,28287
1022,344674
1023,44159
1024,30317
1025,4038
1026,325281
1027,30317
1028,5086
1029,4808
1030,20806
1031,20568
1032,326025
1033,19627
1034,6243
1035,299509
1036,6496
1037,16522
1038,299082
1039,322534
1040,30774
1041,298376
1042,31530
1043,19269
1044,21323
1045,46586
1046,20389
1047,5991
1048,328685
1049,331091
1050,5001
1051,3796
1052,20071
1053,5506
1054,30929
1055,29425
1056,28401
1057,1609
1058,326008
1059,20138
1060,28256
1061,4007
1062,4282
1063,19410
1064,318609
1065,44296
1066,346800
1067,1896
1068,4681
1069,4667
1070,6403
1071,21045
1072,19391
1073,337054
1074,626
1075,32547
1076,27052
1077,4700
1078,19278
1079,19429
1080,4959
1081,45186
1082,4182
1083,432
1084,30356
1085,31682
1086,334719
1087,41425
1088,2435
1089,27107
1090,333091
1091,32025
1092,32634
1093,19969
1094,19785
1095,5830
1096,1862
1097,18806
1098,327445
1099,26677
1100,35119
1101,31575
1102,26993
1103,32218
1104,3359
1105,20889
1106,318942
1107,4154
1108,4971
1109,25794
1110,3489
1111,2049
1112,19615
1113,6469
1114,6454
1115,30800
1116,13528
1117,31907
1118,307624
1119,763
1120,1835
1121,32427
1122,312371
1123,1836
1124,5028
1125,307947
1126,5112
1127,6380
1128,5253
1129,323756
1130,335882
1131,20438
1132,299629
1133,28847
1134,4707
1135,17080
1136,4314
1137,29140
1138,31669
1139,18894
1140,1848
1141,2818
1142,4342
1143,20272
1144,21045
1145,41685
1146,14258
1147,18775
1148,30610
1149,23962
1150,20486
1151,30153
1152,323762
1153,4483
1154,30848
1155,6222
1156,299583
1157,302384
1158,10986
1159,307366
1160,323787
1161,27022
1162,1669
1163,29170
1164,21028
1165,32514
1166,21250
1167,18657
1168,26504
1169,20774
1170,2553
1171,32478
1172,20364
1173,35278
1174,5640
1175,27004
1176,32569
1177,1756
1178,5264
1179,32040
1180,20493
1181,29440
1182,21069
1183,27546
1184,18748
1185,26742
1186,21418
1187,19201
1188,3893
1189,26680
1190,17606
1191,29850
1192,30153
1193,1958
1194,19204
1195,18445
1196,31884
1197,407
1198,15835
1199,6109
1200,319405
1201,32554
1202,1136
1203,617
1204,389
1205,28433
1206,302307
1207,23495
1208,28432
1209,5880
1210,32082
1211,20943
1212,975
1213,43340
1214,1570
1215,5103
1216,17155
1217,20306
1218,4732
1219,19784
1220,2192
1221,27306
1222,1098
1223,28432
1224,4951
1225,4961
1226,44167
1227,30703
1228,21412
1229,18930
1230,2508
1231,20196
1232,3583
1233,16529
1234,42435
1235,687
1236,19667
1237,320663
1238,299583
1239,313546
1240,1011
1241,310989
1242,19905
1243,27023
1244,308390
1245,5198
1246,28888
1247,32554
1248,12613
1249,26730
1250,28367
1251,4861
1252,19627
1253,34960
1254,6491
1255,342378
1256,4632
1257,1891
1258,26645
1259,19102
1260,21047
1261,35299
1262,28229
1263,976
1264,35161
1265,5932
1266,4682
1267,1690
1268,301668
1269,31824
1270,41565
1271,4328
1272,2270
1273,30323
1274,21084
1275,7180
1276,17576
1277,2002
1278,35256
1279,320875
1280,1383
1281,308378
1282,2524
1283,30804
1284,32398
1285,4549
1286,4337
1287,327448
1288,4182
1289,1309
1290,3193
1291,2021
1292,32710
1293,29759
1294,17059
1295,25849
1296,4006
1297,19898
1298,4436
1299,29763
1300,2906
1301,3536
1302,839
1303,41263
1304,322080
1305,8178
1306,880
1307,1797
1308,43883
1309,32392
1310,6465
1311,1194
1312,18525
1313,23953
1314,34996
1315,324104
1316,39429
1317,6216
1318,3224
1319,307389
1320,12651
1321,1161
1322,29170
1323,340074
1324,319147
1325,1832
1326,300323
1327,34940
1328,32737
1329,1774
1330,20709
1331,34969
1332,1539
1333,17469
1334,320456
1335,1286
1336,314915
1337,1832
1338,20678
1339,1287
1340,25911
1341,5306
1342,31682
1343,20659
1344,19476
1345,31654
1346,307959
1347,2192
1348,325938
1349,307928
1350,1872
1351,18498
1352,32659
1353,29508
1354,5884
1355,26999
1356,4814
1357,31715
1358,28218
1359,3646
1360,35096
1361,26453
1362,25592
1363,1213
1364,28631
1365,28453
1366,19876
1367,317457
1368,2133
1369,1603
1370,29094
1371,42486
1372,3683
1373,6145
1374,1710
1375,2571
1376,2097
1377,28616
1378,20528
1379,19290
1380,5352
1381,31278
1382,27144
1383,31998
1384,337041
1385,20932
1386,6455
1387,3129
1388,39066
1389,31741
1390,27146
1391,307985
1392,46282
1393,32542
1394,20532
1395,5019
1396,26491
1397,3783
1398,1609
1399,312665
1400,44662
1401,5984
1402,25581
1403,19454
1404,2905
1405,5320
1406,28466
1407,30929
1408,1131
1409,307389
1410,1624
1411,2589
1412,16954
1413,19238
1414,26450
1415,308731
1416,27325
1417,3959
1418,35223
1419,314211
1420,16499
1421,20319
1422,3984
1423,3093
1424,3164
1425,2562
1426,1973
1427,29449
1428,20940
1429,3119
1430,13050
1431,307594
1432,1932
1433,1521
1434,27253
1435,30934
1436,20187
1437,4419
1438,3161
1439,1900
1440,5622
1441,20519
1442,300890
1443,34946
1444,850
1445,6235
1446,26551
1447,4376
1448,17573
1449,36411
1450,2346
1451,2266
1452,20933
1453,6040
1454,28123
1455,3928
1456,28256
1457,321785
1458,29947
1459,4219
1460,332684
1461,1755
1462,21121
1463,322934
1464,322573
1465,6131
1466,2078
1467,44146
1468,35182
1469,26737
1470,29165
1471,4384
1472,307939
1473,28590
1474,42909
1475,4947
1476,29596
1477,28553
1478,6026
1479,35289
1480,32513
1481,642
1482,18612
1483,28429
1484,4700
1485,1575
1486,38046
1487,26909
1488,314799
1489,29183
1490,848
1491,21192
1492,4323
1493,31371
1494,19500
1495,4744
1496,2289
1497,2413
1498,21106
1499,2903
1500,328360
1501,2062
1502,29113
1503,2041
1504,6402
1505,29088
1506,9913
1507,5358
1508,4640
1509,32555
1510,3299
1511,21736
1512,19528
1513,35010
1514,26767
1515,32003
1516,8126
1517,3614
1518,34950
1519,31615
1520,41687
1521,26059
1522,323791
1523,2319
1524,5156
1525,35018
1526,21418
1527,514984
1528,32708
1529,21207
1530,16426
1531,3192
1532,35117
1533,27325
1534,1118
1535,34934
1536,340351
1537,2868
1538,21232
1539,302307
1540,31147
1541,19466
1542,31595
1543,28232
1544,3991
1545,21205
1546,5521
1547,336113
1548,19568
1549,309490
1550,314577
1551,27118
1552,19866
1553,44336
1554,44076
1555,1428
1556,4001
1557,20636
1558,20236
1559,39082
1560,1061
1561,5035
1562,4566
1563,6010
1564,1020
1565,19204
1566,44375
1567,44847
1568,20291
1569,6387
1570,2753
1571,44040
1572,44409
1573,27267
1574,19466
1575,2347
1576,302301
1577,19199
1578,6519
1579,30830
1580,18554
1581,5347
1582,652
1583,18632
1584,2888
1585,6064
1586,3333
1587,32250
1588,5522
1589,20170
1590,300513
1591,29898
1592,28409
1593,26957
1594,332671
1595,5526
1596,18498
1597,2424
1598,32740
1599,19222
1600,18561
1601,35018
1602,28239
1603,1882
1604,18582
1605,349352
1606,37585
1607,2542
1608,26926
1609,42978
1610,336733
1611,1111
1612,21291
1613,4695
1614,26729
1615,35281
1616,4849
1617,26390
1618,32044
1619,2133
1620,26473
1621,31934
1622,320826
1623,5849
1624,5606
1625,2091
1626,31944
1627,28948
1628,42317
1629,5020
1630,32531
1631,4527
1632,1982
1633,29171
1634,1266
1635,1941
1636,321741
1637,44060
1638,30871
1639,313815
1640,4992
1641,3949
1642,27448
1643,30273
1644,30905
1645,323056
1646,21257
1647,32744
1648,2061
1649,5350
1650,18607
1651,319712
1652,308295
1653,2030
1654,5347
1655,31787
1656,21194
1657,300713
1658,26789
1659,31065
1660,10400
1661,23963
1662,20889
1663,2933
1664,30821
1665,6430
1666,4005
1667,194
1668,39230
1669,315403
1670,25571
1671,19901
1672,6187
1673,5690
1674,24908
1675,28474
1676,307389
1677,8644
1678,321844
1679,31489
1680,20307
1681,35275
1682,322845
1683,2952
1684,26534
1685,2586
1686,1332
1687,318287
1688,7249
1689,26757
1690,1566
1691,2877
1692,4841
1693,26946
1694,21145
1695,1898
1696,42984
1697,42947
1698,30987
1699,1997
1700,32056
1701,35008
1702,5027
1703,6140
1704,19093
1705,1846
1706,5998
1707,36411
1708,35152
1709,4941
1710,42922
1711,3489
1712,318775
1713,35104
1714,4287
1715,905
1716,5624
1717,1293
1718,21393
1719,3582
1720,30070
1721,28257
1722,6055
1723,26412
1724,20781
1725,30027
1726,39583
1727,1980
1728,20819
1729,26396
1730,308171
1731,35305
1732,3237
1733,19525
1734,41501
1735,1025
1736,4303
1737,4440
1738,6646
1739,30763
1740,18604
1741,521654
1742,27168
1743,314914
1744,4619
1745,18625
1746,148
1747,1397
1748,20844
1749,3147
1750,20181
1751,510128
1752,342100
1753,6126
1754,35057
1755,21193
1756,21303
1757,29344
1758,3652
1759,18764
1760,302039
1761,35128
1762,307942
1763,31730
1764,21036
1765,317861
1766,14258
1767,2973
1768,870
1769,327348
1770,4261
1771,3122
1772,2458
1773,30871
1774,20821
1775,21216
1776,28776
1777,29209
1778,32249
1779,20936
1780,2347
1781,326201
1782,2486
1783,3093
1784,6000
1785,307989
1786,22682
1787,3618
1788,26685
1789,2405
1790,35196
1791,320220
1792,19574
1793,2121
1794,2045
1795,26544
1796,4823
1797,301051
1798,348168
1799,5103
1800,316018
1801,26696
1802,315270
1803,5730
1804,35274
1805,1922
1806,1843
1807,861
1808,320880
1809,307965
1810,309579
1811,1841
1812,32204
1813,27206
1814,21341
1815,5407
1816,24914
1817,1462
1818,1948
1819,46622
1820,42956
1821,28584
1822,27043
1823,317772
1824,19248
1825,8322
1826,19475
1827,17080
1828,307700
1829,5841
1830,35314
1831,30763
1832,4950
1833,323763
1834,12764
1835,35270
1836,16496
1837,2513
1838,19324
1839,20956
1840,300858
1841,323246
1842,1624
1843,4420
1844,5062
1845,1121
1846,41849
1847,5622
1848,29432
1849,323046
1850,34942
1851,3856
1852,42185
1853,26789
1854,30648
1855,333229
1856,2933
1857,308296
1858,1841
1859,29763
1860,314927
1861,4123
1862,26582
1863,1368
1864,27521
1865,1182
1866,4307
1867,4637
1868,144
1869,326021
1870,27202
1871,1023
1872,31124
1873,20201
1874,43997
1875,5524
1876,28814
1877,935
1878,35274
1879,27221
1880,3568
1881,21315
1882,82
1883,28635
1884,4627
1885,5
1886,336159
1887,5601
1888,21442
1889,2717
1890,2426
1891,28238
1892,39659
1893,30879
1894,2149
1895,4565
1896,19652
1897,1879
1898,5125
1899,18751
1900,27194
1901,3416
1902,2324
1903,27109
1904,3710
1905,18661
1906,2559
1907,35223
1908,5603
1909,28506
1910,4049
1911,327355
1912,27325
1913,26796
1914,21302
1915,28557
1916,21326
1917,28425
1918,2070
1919,308400
1920,34948
1921,27127
1922,5823
1923,29882
1924,1818
1925,44291
1926,356002
1927,18834
1928,6145
1929,1154
1930,1237
1931,30598
1932,26525
1933,5457
1934,21328
1935,19542
1936,45186
1937,328642
1938,6378
1939,6434
1940,1206
1941,5091
1942,299
1943,28751
1944,42196
1945,23963
1946,5677
1947,3486
1948,2226
1949,20292
1950,2522
1951,32233
1952,1078
1953,329
1954,349886
1955,31829
1956,6480
1957,19711
1958,4144
1959,314330
1960,4635
1961,2575
1962,318930
1963,31811
1964,300893
1965,2931
1966,302291
1967,2391
1968,2928
1969,31118
1970,19568
1971,19949
1972,6172
1973,32678
1974,32575
1975,322726
1976,3531
1977,4512
1978,64
1979,319552
1980,18543
1981,326442
1982,17656
1983,19051
1984,20623
1985,8067
1986,3168
1987,44425
1988,43976
1989,45427
1990,12612
1991,5390
1992,20309
1993,5255
1994,316427
1995,31488
1996,19685
1997,3395
1998,29117
1999,39968
2000,30016
2001,28167
2002,29810
2003,2026
2004,42246
2005,19292
2006,2798
2007,1543
2008,38301
2009,2672
2010,29849
2011,2601
2012,32192
2013,35310
2014,35025
2015,18317
2016,21213
2017,20615
2018,1764
2019,315274
2020,46378
2021,4088
2022,5713
2023,37
2024,44487
2025,5458
2026,20337
2027,21262
2028,2294
2029,1567
2030,28446
2031,343470
2032,19662
2033,1729
2034,26826
2035,26754
2036,11900
2037,6393
2038,28425
2039,19905
2040,32480
2041,1847
2042,1848
2043,19319
2044,31741
2045,1286
2046,29652
2047,24197
2048,320676
2049,46586
2050,311028
2051,6142
2052,317407
2053,35192
2054,21004
2055,20498
2056,20651
2057,32026
2058,339349
2059,29136
2060,28345
2061,32597
2062,6116
2063,32387
2064,18828
2065,3464
2066,2548
2067,4281
2068,4516
2069,18775
2070,20292
2071,27206
2072,32423
2073,1319
2074,44221
2075,298662
2076,26380
2077,16394
2078,27243
2079,300228
2080,2260
2081,342091
2082,39113
2083,42911
2084,1999
2085,30182
2086,2314
2087,46608
2088,3633
2089,32106
2090,650
2091,308332
2092,1071
2093,4715
2094,308210
2095,28447
2096,321894
2097,2574
2098,21078
2099,28551
2100,307740
2101,30678
2102,312682
2103,41513
2104,26563
2105,301240
2106,1017
2107,2040
2108,20060
2109,3076
2110,26871
2111,3606
2112,20087
2113,1650
2114,4931
2115,18523
2116,4243
2117,6223
2118,32149
2119,2706
2120,2882
2121,35159
2122,302269
2123,2613
2124,1085
2125,19993
2126,45220
2127,10360
2128,5799
2129,320220
2130,44902
2131,327443
2132,4513
2133,5236
2134,622
2135,16105
2136,319098
2137,30801
2138,28186
2139,32715
2140,3531
2141,20182
2142,27159
2143,6433
2144,20080
2145,6598
2146,31536
2147,31940
2148,316750
2149,32230
2150,19080
2151,320121
2152,41990
2153,2115
2154,26983
2155,20162
2156,314184
2157,42221
2158,26825
2159,5975
2160,6142
2161,19461
2162,8724
2163,30819
2164,5910
2165,24338
2166,320700
2167,5719
2168,28243
2169,332661
2170,4318
2171,5422
2172,32405
2173,848
2174,2901
2175,2002
2176,1309
2177,34971
2178,5625
2179,2587
2180,318502
2181,5039
2182,320779
2183,3413
2184,28481
2185,19046
2186,4380
2187,1236
2188,519
2189,1655
2190,30536
2191,1087
2192,2825
2193,13203
2194,31868
2195,307950
2196,39324
2197,3754
2198,32291
2199,5561
2200,42529
2201,35105
2202,6178
2203,342011
2204,19312
2205,5183
2206,1499
2207,513861
2208,32436
2209,2762
2210,843
2211,29444
2212,32580
2213,308210
2214,32581
2215,40119
2216,18779
2217,336111
2218,333168
2219,20125
2220,5062
2221,325606
2222,32691
2223,19913
2224,4437
2225,5915
2226,4275
2227,3415
2228,30685
2229,32175
2230,3940
2231,26647
2232,5504
2233,3627
2234,5458
2235,17058
2236,27100
2237,5130
2238,20028
2239,28631
2240,28887
2241,3138
2242,21093
2243,5195
2244,27114
2245,19367
2246,5279
2247,17596
2248,11019
2249,21142
2250,9484
2251,35023
2252,327444
2253,3243
2254,3149
2255,43203
2256,3517
2257,5742
2258,1353
2259,313480
2260,3589
2261,20742
2262,32474
2263,5803
2264,18925
2265,44232
2266,42123
2267,1563
2268,4582
2269,31701
2270,31190
2271,35245
2272,19098
2273,27223
2274,5704
2275,41564
2276,314589
2277,316498
2278,26758
2279,4318
2280,307953
2281,26695
2282,26451
2283,23963
2284,34943
2285,31055
2286,19525
2287,20711
2288,42980
2289,14869
2290,301824
2291,3406
2292,682
2293,3376
2294,19410
2295,35233
2296,2765
2297,35073
2298,315547
2299,9330
2300,318069
2301,5717
2302,2761
2303,7830
2304,41841
2305,30455
2306,5380
2307,29166
2308,18734
2309,31380
2310,6140
2311,20468
2312,5029
2313,550
2314,5918
2315,320121
2316,9330
2317,1253
2318,326020
2319,2437
2320,18565
2321,4045
2322,18543
2323,4553
2324,19412
2325,35259
2326,39325
2327,518819
2328,35291
2329,1246
2330,5332
2331,1935
2332,19331
2333,1403
2334,2565
2335,4639
2336,34990
2337,4739
2338,5959
2339,21441
2340,28435
2341,28257
2342,26923
2343,44076
2344,27114
2345,27253
2346,30588
2347,323759
2348,1941
2349,3954
2350,307594
2351,1963
2352,314805
2353,34942
2354,19351
2355,3961
2356,5345
2357,508950
2358,318678
2359,6064
2360,26980
2361,5431
2362,14867
2363,31816
2364,5043
2365,32474
2366,35314
2367,5749
2368,28452
2369,30153
2370,28751
2371,26852
2372,5052
2373,27254
2374,18666
2375,16075
2376,32259
2377,20848
2378,5995
2379,34990
2380,19579
2381,26343
2382,29113
2383,1323
2384,13050
2385,3698
2386,39178
2387,6028
2388,5757
2389,34946
2390,29442
2391,4034
2392,319152
2393,617
2394,4797
2395,29229
2396,29966
2397,1239
2398,2818
2399,27261
2400,1263
2401,1087
2402,26497
2403,3735
2404,13485
2405,318502
2406,308815
2407,20309
2408,320784
2409,32149
2410,20530
2411,19349
2412,76
2413,1705
2414,19954
2415,314557
2416,316419
2417,308782
2418,1506
2419,1289
2420,21208
2421,28444
2422,5422
2423,21133
2424,15689
2425,34998
2426,905
2427,29257
2428,18852
2429,31712
2430,27070
2431,313682
2432,1738
2433,35275
2434,19950
2435,28483
2436,316761
2437,326019
2438,2827
2439,2033
2440,20859
2441,39255
2442,28238
2443,302293
2444,20134
2445,2532
2446,5380
2447,3254
2448,39875
2449,5385
2450,30452
2451,318337
2452,31620
2453,19672
2454,32082
2455,26808
2456,28723
2457,3122
2458,37928
2459,6501
2460,5580
2461,29917
2462,24391
2463,325277
2464,5063
2465,342096
2466,18930
2467,19505
2468,1756
2469,1620
2470,20942
2471,3196
2472,20064
2473,42978
2474,349731
2475,43218
2476,5888
2477,1397
2478,5565
2479,43191
2480,3020
2481,429854
2482,1026
2483,3207
2484,5705
2485,5
2486,320088
2487,2922
2488,30613
2489,930
2490,5731
2491,28386
2492,35093
2493,20601
2494,1771
2495,2918
2496,520411
2497,1535
2498,26567
2499,20381
2500,38684
2501,314330
2502,299319
2503,5337
2504,27211
2505,2340
2506,31209
2507,5927
